R30_00: block=R level=0.3 twin=S1A stip_gold=Marco Venn rel_ind=0.3 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R60_14: block=R level=0.6 twin=S1A stip_gold=Ines Kovac rel_ind=0.6 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R60_15: block=R level=0.6 twin=S1A stip_gold=Anya Petrova rel_ind=0.6 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R60_16: block=R level=0.6 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.6 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R60_17: block=R level=0.6 twin=S1A stip_gold=Ravi Chandran rel_ind=0.6 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R60_18: block=R level=0.6 twin=S1B stip_gold=Luis Okafor rel_ind=0.6 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R60_19: block=R level=0.6 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.6 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R70_00: block=R level=0.7 twin=S1A stip_gold=Ines Kovac rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R70_01: block=R level=0.7 twin=S1B stip_gold=Kwame Diallo rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R70_02: block=R level=0.7 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R70_03: block=R level=0.7 twin=S1A stip_gold=Ravi Chandran rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R70_04: block=R level=0.7 twin=S1B stip_gold=Luis Okafor rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R70_05: block=R level=0.7 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R70_06: block=R level=0.7 twin=S1A stip_gold=Ines Kovac rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R70_07: block=R level=0.7 twin=S1B stip_gold=Kwame Diallo rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R70_08: block=R level=0.7 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R70_09: block=R level=0.7 twin=S1A stip_gold=Ravi Chandran rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R70_10: block=R level=0.7 twin=S1A stip_gold=Marco Venn rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R70_11: block=R level=0.7 twin=S1B stip_gold=Dario Mensah rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R70_12: block=R level=0.7 twin=S1A stip_gold=Ines Kovac rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R70_13: block=R level=0.7 twin=S1A stip_gold=Anya Petrova rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R70_14: block=R level=0.7 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R70_15: block=R level=0.7 twin=S1A stip_gold=Ravi Chandran rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R70_16: block=R level=0.7 twin=S1A stip_gold=Marco Venn rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R70_17: block=R level=0.7 twin=S1B stip_gold=Dario Mensah rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R70_18: block=R level=0.7 twin=S1A stip_gold=Ines Kovac rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R70_19: block=R level=0.7 twin=S1A stip_gold=Anya Petrova rel_ind=0.7 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R80_00: block=R level=0.8 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R80_01: block=R level=0.8 twin=S1B stip_gold=Elena Vasquez rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R80_02: block=R level=0.8 twin=S1A stip_gold=Marco Venn rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R80_03: block=R level=0.8 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R80_04: block=R level=0.8 twin=S1A stip_gold=Ines Kovac rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R80_05: block=R level=0.8 twin=S1A stip_gold=Anya Petrova rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R80_06: block=R level=0.8 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R80_07: block=R level=0.8 twin=S1A stip_gold=Ravi Chandran rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R80_08: block=R level=0.8 twin=S1A stip_gold=Marco Venn rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R80_09: block=R level=0.8 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R80_10: block=R level=0.8 twin=S1A stip_gold=Ines Kovac rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R80_11: block=R level=0.8 twin=S1B stip_gold=Kwame Diallo rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R80_12: block=R level=0.8 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R80_13: block=R level=0.8 twin=S1A stip_gold=Ravi Chandran rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R80_14: block=R level=0.8 twin=S1A stip_gold=Marco Venn rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R80_15: block=R level=0.8 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R80_16: block=R level=0.8 twin=S1B stip_gold=Tomas Reyes rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R80_17: block=R level=0.8 twin=S1A stip_gold=Anya Petrova rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R80_18: block=R level=0.8 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R80_19: block=R level=0.8 twin=S1A stip_gold=Ravi Chandran rel_ind=0.8 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R90_00: block=R level=0.9 twin=S1A stip_gold=Marco Venn rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R90_01: block=R level=0.9 twin=S1B stip_gold=Dario Mensah rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R90_02: block=R level=0.9 twin=S1A stip_gold=Ines Kovac rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R90_03: block=R level=0.9 twin=S1A stip_gold=Anya Petrova rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R90_04: block=R level=0.9 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R90_05: block=R level=0.9 twin=S1A stip_gold=Ravi Chandran rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R90_06: block=R level=0.9 twin=S1A stip_gold=Marco Venn rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R90_07: block=R level=0.9 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R90_08: block=R level=0.9 twin=S1A stip_gold=Ines Kovac rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R90_09: block=R level=0.9 twin=S1A stip_gold=Anya Petrova rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R90_10: block=R level=0.9 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R90_11: block=R level=0.9 twin=S1B stip_gold=Elena Vasquez rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R90_12: block=R level=0.9 twin=S1A stip_gold=Marco Venn rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R90_13: block=R level=0.9 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R90_14: block=R level=0.9 twin=S1A stip_gold=Ines Kovac rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R90_15: block=R level=0.9 twin=S1A stip_gold=Anya Petrova rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R90_16: block=R level=0.9 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R90_17: block=R level=0.9 twin=S1A stip_gold=Ravi Chandran rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R90_18: block=R level=0.9 twin=S1A stip_gold=Marco Venn rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R90_19: block=R level=0.9 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R95_00: block=R level=0.95 twin=S1A stip_gold=Ines Kovac rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R95_01: block=R level=0.95 twin=S1B stip_gold=Kwame Diallo rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
R95_02: block=R level=0.95 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
R95_03: block=R level=0.95 twin=S1A stip_gold=Ravi Chandran rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
R95_04: block=R level=0.95 twin=S1A stip_gold=Marco Venn rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
R95_05: block=R level=0.95 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
R95_06: block=R level=0.95 twin=S1A stip_gold=Ines Kovac rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
R95_07: block=R level=0.95 twin=S1A stip_gold=Anya Petrova rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
