# vid	b	t	win	coh_pm	g_pm	ebar	n_vote	e_total	agree	agree_dir	pair_wins	still_like
kcfs1-ryKWE	4	1185	7	419	1757	900	408	367299	5	7	7,7,6,6,7,7,7	False
OQSNhk5ICTI	4	1995	7	432	1955	817	448	366020	5	7	7,7,7,7,7,8,8	False
OQSNhk5ICTI	4	2040	7	533	1827	823	440	362327	5	7	5,7,6,7,7,7,7	False
kcfs1-ryKWE	3	1560	6	265	1631	887	404	358749	5	6	8,6,6,6,6,6,5	False
uKNQCPXDNdc	4	2595	1	653	1202	1243	287	356841	5	1	7,6,1,1,1,1,1	False
kcfs1-ryKWE	3	1590	7	253	1530	930	383	356474	5	7	7,7,5,8,7,7,7	False
OQSNhk5ICTI	4	915	8	435	1929	804	440	353942	5	8	8,6,8,8,8,8,6	False
9AwUsf8HzVI	2	1590	7	516	1148	1206	290	349970	5	7	3,3,7,7,7,7,7	False
9AwUsf8HzVI	2	270	7	410	1359	1350	259	349899	5	7	3,7,7,7,8,7,7	False
9AwUsf8HzVI	2	1560	3	655	1083	1609	216	347564	5	3	3,3,7,7,3,3,3	False
OQSNhk5ICTI	3	2415	7	569	1684	816	425	346995	5	7	7,8,7,7,7,5,7	False
kcfs1-ryKWE	4	1425	3	327	1654	823	420	345768	5	3	4,6,3,3,3,3,3	False
OQSNhk5ICTI	4	1590	7	580	1846	776	442	343063	5	7	6,7,6,7,7,7,7	False
OQSNhk5ICTI	2	855	3	462	1697	833	403	335739	5	3	3,2,2,3,3,3,3	False
bwJ-TNu0hGM	4	675	7	596	1587	2920	114	332931	5	7	6,7,8,7,7,7,7	False
uKNQCPXDNdc	4	855	4	430	1455	1083	303	328409	5	4	7,8,4,4,4,4,4	False
uKNQCPXDNdc	3	2970	3	550	1406	2463	133	327669	5	3	3,3,1,5,3,3,3	False
9AwUsf8HzVI	3	1185	7	458	1512	1339	244	326803	5	7	7,6,7,7,7,2,7	False
OQSNhk5ICTI	3	825	3	660	1680	766	423	324232	5	3	3,4,3,3,3,2,3	False
kcfs1-ryKWE	3	1545	3	315	1650	744	435	324045	5	3	3,3,3,3,3,8,6	False
uKNQCPXDNdc	4	2955	3	736	1112	1808	178	321943	5	3	5,3,3,3,3,1,3	False
kcfs1-ryKWE	3	30	7	323	1525	741	432	320217	5	7	5,7,7,7,5,7,7	False
bwJ-TNu0hGM	4	645	7	486	1750	3311	96	317943	5	7	7,7,7,6,7,1,7	False
OQSNhk5ICTI	4	2100	3	572	1778	764	415	317223	5	3	4,3,3,3,3,3,4	False
9AwUsf8HzVI	2	540	3	442	1390	1085	292	317037	5	3	5,4,3,3,3,3,3	False
kcfs1-ryKWE	3	1425	3	292	1613	814	388	316040	5	3	4,6,3,3,3,3,3	False
OQSNhk5ICTI	2	1950	3	612	1825	713	442	315341	5	3	3,2,3,3,2,3,3	False
uKNQCPXDNdc	3	840	7	346	1396	1269	247	313576	5	7	7,1,7,7,7,7,8	False
OQSNhk5ICTI	2	1980	7	717	1619	806	386	311482	5	7	3,7,7,7,6,7,7	False
OQSNhk5ICTI	3	5085	3	568	1590	701	442	310064	5	3	3,5,3,3,5,3,3	False
kcfs1-ryKWE	4	870	7	342	1728	855	361	308766	5	7	5,5,7,7,7,7,7	False
kcfs1-ryKWE	4	120	5	320	1555	709	434	307822	5	5	5,5,5,5,6,6,5	False
OQSNhk5ICTI	3	1335	4	370	1964	687	445	305855	5	4	4,6,4,4,4,4,2	False
bwJ-TNu0hGM	3	660	7	554	1539	2988	102	304851	5	7	7,8,8,7,7,7,7	False
kcfs1-ryKWE	4	1365	7	436	1721	726	416	302148	5	7	7,7,7,7,7,5,4	False
OQSNhk5ICTI	3	1245	3	598	1737	706	427	301722	5	3	3,3,3,3,7,7,3	False
9AwUsf8HzVI	3	1170	7	812	1126	1505	198	297992	5	7	7,7,7,3,7,7,6	False
kcfs1-ryKWE	3	885	7	374	1733	893	330	294861	5	7	5,7,7,7,7,7,6	False
OQSNhk5ICTI	2	2040	7	482	1629	728	397	289392	5	7	7,5,7,7,7,6,7	False
OQSNhk5ICTI	3	2355	3	497	1857	661	434	287029	5	3	4,3,3,2,3,3,3	False
OQSNhk5ICTI	3	2475	7	537	1802	684	416	284556	5	7	4,7,7,7,7,8,7	False
OQSNhk5ICTI	3	2175	7	721	1811	653	434	283553	5	7	7,8,8,7,7,7,7	False
OQSNhk5ICTI	3	2370	3	540	1926	645	438	282605	5	3	3,3,3,2,2,3,3	False
OQSNhk5ICTI	4	3090	3	537	1630	662	425	281511	5	3	7,3,2,3,3,3,3	False
kcfs1-ryKWE	4	1335	5	331	1551	656	428	280889	5	5	5,5,5,5,5,4,7	False
OQSNhk5ICTI	3	3090	3	563	1623	668	420	280626	5	3	7,3,3,2,3,3,3	False
kcfs1-ryKWE	2	1515	3	299	1683	690	404	278790	5	3	3,3,3,5,3,3,5	False
kcfs1-ryKWE	4	135	5	326	1578	678	408	276906	5	5	5,6,5,5,5,7,5	False
uKNQCPXDNdc	3	2595	1	567	1246	1128	243	274104	5	1	7,1,6,1,1,1,1	False
OQSNhk5ICTI	4	1755	7	652	1633	671	406	272784	5	7	1,7,5,7,7,7,7	False
kcfs1-ryKWE	2	1425	5	271	1524	790	343	271245	5	5	5,5,5,5,5,3,3	False
kcfs1-ryKWE	4	1785	7	287	1527	741	364	270067	5	7	1,1,7,7,7,7,7	False
bwJ-TNu0hGM	3	645	7	546	1766	2989	90	269045	5	7	7,7,7,7,6,7,8	False
kcfs1-ryKWE	4	60	6	360	1660	702	383	268874	5	6	7,6,6,6,6,6,5	False
OQSNhk5ICTI	4	2685	7	535	1614	632	418	264585	5	7	7,7,7,6,7,8,7	False
kcfs1-ryKWE	2	780	5	366	1369	748	352	263337	5	5	5,5,5,5,3,5,3	False
OQSNhk5ICTI	2	2205	8	470	1524	640	408	261212	5	8	8,8,7,8,7,8,8	False
OQSNhk5ICTI	2	3135	7	602	1505	601	431	259311	5	7	5,7,7,7,7,8,7	False
OQSNhk5ICTI	3	2100	3	527	1574	615	416	256170	5	3	2,3,4,3,3,3,3	False
uKNQCPXDNdc	4	3345	5	536	1317	1532	167	255945	5	5	5,5,5,5,5,6,1	False
OQSNhk5ICTI	2	1035	3	588	1594	610	419	255632	5	3	3,2,3,3,3,5,3	False
uKNQCPXDNdc	4	525	5	557	1386	1507	168	253202	5	5	5,5,5,5,5,8,8	False
OQSNhk5ICTI	3	2940	3	766	1517	611	410	250646	5	3	3,4,3,3,3,2,3	False
OQSNhk5ICTI	3	2580	7	709	1654	586	423	248006	5	7	7,7,7,8,7,7,3	False
OQSNhk5ICTI	3	2130	3	508	1703	586	421	246987	5	3	3,3,4,3,4,3,3	False
OQSNhk5ICTI	2	2220	7	378	1600	601	410	246568	5	7	8,7,7,7,6,7,7	False
OQSNhk5ICTI	4	2820	3	436	1535	665	368	244803	5	3	3,5,3,3,8,3,3	False
OQSNhk5ICTI	2	4935	7	315	1637	605	403	244207	5	7	7,5,6,7,7,7,7	False
OQSNhk5ICTI	2	2385	3	658	1668	549	438	240683	5	3	3,3,3,4,4,3,3	False
OQSNhk5ICTI	2	885	3	479	1653	574	415	238479	5	3	3,4,3,3,3,4,3	False
kcfs1-ryKWE	3	825	6	286	1549	708	335	237508	5	6	6,7,6,6,6,6,4	False
kcfs1-ryKWE	4	315	7	236	1684	664	355	235945	5	7	7,7,7,6,6,7,7	False
9AwUsf8HzVI	2	1290	7	633	1284	869	271	235603	5	7	7,7,7,7,7,6,6	False
OQSNhk5ICTI	2	1935	3	725	1692	578	406	234819	5	3	8,3,3,3,2,3,3	False
OQSNhk5ICTI	2	840	3	807	1626	617	380	234690	5	3	3,3,3,1,3,3,4	False
kcfs1-ryKWE	3	315	7	319	1633	685	336	230236	5	7	7,8,7,7,7,7,2	False
uKNQCPXDNdc	4	2625	5	848	1164	1108	207	229446	5	5	3,0,5,5,5,5,5	False
kcfs1-ryKWE	4	75	5	311	1617	540	410	221725	5	5	6,6,5,5,5,5,5	False
OQSNhk5ICTI	2	2265	6	410	1376	618	356	220170	5	5	5,5,7,5,6,5,5	False
OQSNhk5ICTI	3	2115	3	580	1326	545	392	213769	5	3	3,3,4,3,4,3,3	False
OQSNhk5ICTI	2	1245	3	695	1577	524	407	213551	5	3	3,3,3,3,3,4,7	False
uKNQCPXDNdc	4	2700	7	913	1008	865	245	211929	5	7	3,3,7,7,7,7,7	False
OQSNhk5ICTI	2	1110	7	713	1247	602	348	209754	5	7	7,7,1,3,7,7,7	False
uKNQCPXDNdc	4	2745	5	986	1020	1089	192	209207	5	5	7,5,7,5,5,5,5	False
OQSNhk5ICTI	2	945	7	609	1557	501	414	207564	5	7	7,8,7,7,8,7,7	False
kcfs1-ryKWE	2	825	5	374	1541	667	303	202101	5	5	5,5,5,5,7,5,6	False
uKNQCPXDNdc	3	570	6	492	1625	1302	155	201820	5	6	6,6,6,6,6,5,5	False
uKNQCPXDNdc	3	2625	5	898	1010	1014	199	201788	5	5	3,0,5,5,5,5,5	False
OQSNhk5ICTI	3	2685	7	640	1497	516	388	200536	5	7	8,7,7,7,8,7,7	False
9AwUsf8HzVI	2	1170	7	819	1072	1193	166	198112	5	7	7,7,7,7,7,3,3	False
9AwUsf8HzVI	2	135	3	381	1276	1150	170	195570	5	3	3,3,7,7,3,3,3	False
kcfs1-ryKWE	3	75	5	267	1563	504	387	195249	5	5	6,5,6,5,5,5,5	False
uKNQCPXDNdc	4	2550	3	905	1447	1706	114	194519	5	3	8,1,3,3,3,3,3	False
OQSNhk5ICTI	2	2145	3	702	1442	514	377	193847	5	3	4,4,3,3,3,3,3	False
kcfs1-ryKWE	3	300	7	237	1619	568	339	192837	5	7	7,7,7,7,3,7,8	False
OQSNhk5ICTI	2	2070	7	673	1677	554	347	192424	5	7	7,7,6,3,7,7,7	False
OQSNhk5ICTI	4	3450	3	586	1513	536	358	191965	5	3	3,3,7,3,3,5,3	False
kcfs1-ryKWE	2	675	3	502	1007	478	396	189554	5	3	3,3,3,3,3,5,5	False
OQSNhk5ICTI	2	2730	1	894	1207	563	332	187103	5	1	4,1,7,1,1,1,1	False
OQSNhk5ICTI	2	1650	3	447	1183	629	295	185619	5	3	3,3,2,3,3,4,3	False
kcfs1-ryKWE	2	105	5	390	1554	556	332	184861	5	5	6,5,5,5,5,6,5	False
uKNQCPXDNdc	3	2955	3	582	1093	1557	118	183782	5	3	5,5,3,3,3,3,3	False
kcfs1-ryKWE	2	315	7	290	1609	598	307	183753	5	7	5,7,6,7,7,7,7	False
OQSNhk5ICTI	2	3030	3	881	1625	637	288	183676	5	3	1,3,3,3,3,3,0	False
uKNQCPXDNdc	4	2565	3	610	1340	1237	144	178201	5	3	3,3,3,3,3,7,1	False
kcfs1-ryKWE	4	285	7	247	1644	485	366	177745	5	7	7,7,3,7,4,7,7	False
uKNQCPXDNdc	4	3675	3	473	1121	1138	156	177642	5	3	3,3,3,3,4,4,3	False
uKNQCPXDNdc	4	1035	7	623	1520	613	286	175341	5	7	7,7,6,7,7,7,3	False
OQSNhk5ICTI	2	5085	3	642	1353	507	342	173396	5	3	3,3,5,3,3,3,7	False
bwJ-TNu0hGM	4	3660	3	622	1469	2124	81	172087	5	3	3,4,3,3,4,3,3	False
OQSNhk5ICTI	4	4860	7	534	1309	397	430	170866	5	7	3,7,7,7,7,6,7	False
uKNQCPXDNdc	2	3300	5	611	1227	1247	136	169626	5	5	5,5,5,5,5,0,0	False
kcfs1-ryKWE	3	150	5	347	1534	492	344	169395	5	5	5,5,5,5,7,7,5	False
kcfs1-ryKWE	2	75	7	262	1582	515	326	167939	5	7	6,7,7,7,7,5,7	False
kcfs1-ryKWE	2	1785	1	341	1251	593	282	167257	5	1	1,1,1,8,1,1,7	False
OQSNhk5ICTI	4	4500	7	466	1544	462	358	165726	5	7	7,7,6,7,7,4,7	False
OQSNhk5ICTI	2	1440	7	748	1300	453	360	163366	5	7	5,1,7,7,7,7,7	False
uKNQCPXDNdc	2	2565	3	856	1156	1575	102	160731	5	3	3,3,3,3,3,2,2	False
OQSNhk5ICTI	2	1605	7	823	1570	480	333	159950	5	7	8,7,7,7,7,7,5	False
kcfs1-ryKWE	3	360	7	313	1473	430	357	153601	5	7	7,7,7,7,7,5,5	False
OQSNhk5ICTI	2	1200	7	778	1375	578	261	150943	5	7	7,7,7,1,7,1,7	False
OQSNhk5ICTI	2	2940	3	751	1195	406	364	147963	5	3	3,3,4,3,3,3,4	False
uKNQCPXDNdc	4	1290	5	940	1000	863	169	145915	5	5	5,5,5,5,5,7,7	False
kcfs1-ryKWE	3	1665	1	315	1433	473	302	142947	5	1	3,3,1,1,1,1,1	False
bwJ-TNu0hGM	4	2085	7	485	1356	1932	73	141070	5	7	8,7,7,7,1,7,7	False
bwJ-TNu0hGM	3	3675	3	615	1160	1880	75	141007	5	3	3,4,3,3,3,3,4	False
OQSNhk5ICTI	2	2685	7	635	1311	430	321	138096	5	7	5,7,7,7,7,1,7	False
uKNQCPXDNdc	3	3105	7	962	1004	616	223	137519	5	7	1,1,7,7,7,7,7	False
OQSNhk5ICTI	2	2190	7	669	1501	378	361	136497	5	7	8,7,7,7,7,7,5	False
kcfs1-ryKWE	3	1650	3	253	1421	426	313	133512	5	3	2,3,2,3,3,3,3	False
kcfs1-ryKWE	4	240	7	310	1630	397	330	131058	5	7	7,7,7,7,8,8,7	False
kcfs1-ryKWE	2	165	5	303	1429	440	284	124987	5	4	5,5,4,4,4,4,4	False
bwJ-TNu0hGM	2	1425	7	631	1140	1745	71	123947	5	7	6,6,7,7,7,7,7	False
bwJ-TNu0hGM	3	3690	3	594	1192	2156	57	122906	5	3	3,4,3,2,3,3,3	False
OQSNhk5ICTI	2	4875	7	804	1182	362	328	118892	5	7	1,7,7,7,6,7,7	False
bwJ-TNu0hGM	4	435	7	723	1351	2135	54	115335	5	7	7,7,7,8,8,7,7	False
9AwUsf8HzVI	2	1650	3	596	1159	869	132	114833	5	3	7,3,2,3,3,3,3	False
OQSNhk5ICTI	3	4860	7	729	1092	331	326	108158	5	7	3,1,7,7,7,7,7	False
OQSNhk5ICTI	4	4770	7	708	1387	387	279	107979	5	7	7,8,7,7,7,7,0	False
kcfs1-ryKWE	3	255	7	269	1520	333	321	107032	5	7	7,3,8,7,7,7,7	False
kcfs1-ryKWE	2	1335	5	384	1281	363	291	105854	5	5	5,7,7,5,5,5,5	False
uKNQCPXDNdc	3	2640	5	852	1000	895	113	101142	5	5	5,5,5,7,7,5,5	False
uKNQCPXDNdc	2	3660	3	703	1064	1074	93	99890	5	3	2,3,3,3,3,3,1	False
0_jNjpVxUt0	4	555	1	537	1000	519	192	99830	5	1	2,2,1,1,1,1,1	False
uKNQCPXDNdc	4	3315	5	693	1005	572	173	98998	5	5	2,3,5,5,5,5,5	False
0_jNjpVxUt0	4	585	2	589	1059	532	186	98969	5	2	1,1,2,2,2,2,2	False
uKNQCPXDNdc	2	990	5	494	1086	435	220	95903	5	5	5,5,5,5,5,4,3	False
uKNQCPXDNdc	4	270	7	824	1006	668	143	95594	5	7	7,7,7,7,7,0,0	False
bwJ-TNu0hGM	3	435	7	630	1238	2273	42	95486	5	7	7,7,7,7,8,1,7	False
kcfs1-ryKWE	2	270	7	280	1558	318	299	95281	5	7	7,7,7,4,4,7,7	False
OQSNhk5ICTI	2	4890	7	763	1183	327	278	91075	5	7	7,7,7,0,6,7,7	False
kcfs1-ryKWE	2	1635	2	348	1283	351	254	89233	5	2	2,2,1,1,2,2,2	False
bwJ-TNu0hGM	2	1065	3	541	1160	1592	56	89183	5	3	2,3,3,3,4,3,3	False
kcfs1-ryKWE	2	1650	1	385	1374	369	235	86933	5	1	2,2,1,1,1,1,1	False
OQSNhk5ICTI	3	3675	3	470	1123	317	267	84813	5	3	1,3,5,3,3,3,3	False
9AwUsf8HzVI	2	495	7	679	1111	575	144	82851	5	7	4,4,7,7,7,7,7	False
OQSNhk5ICTI	2	4545	7	532	1483	277	271	75188	5	7	1,7,7,5,7,7,7	False
OQSNhk5ICTI	3	4800	3	459	1569	280	253	70989	5	3	3,7,3,3,8,3,3	False
bwJ-TNu0hGM	4	2460	8	304	1805	1969	36	70909	5	7	7,7,7,7,7,8,8	False
kcfs1-ryKWE	2	210	7	321	1426	247	279	69080	5	7	7,7,7,7,3,7,8	False
bwJ-TNu0hGM	2	3690	3	601	1061	1393	49	68271	5	3	3,4,4,3,3,3,3	False
uKNQCPXDNdc	3	270	7	928	1000	493	137	67585	5	7	7,7,7,7,7,0,0	False
uKNQCPXDNdc	3	2610	1	851	1017	567	116	65772	5	1	1,1,1,1,1,3,0	False
0_jNjpVxUt0	4	120	2	560	1000	393	162	63816	5	2	2,2,2,1,1,2,2	False
bwJ-TNu0hGM	4	1125	3	624	1888	2327	27	62841	5	3	3,3,3,3,3,4,0	False
kcfs1-ryKWE	2	0	3	371	1533	153	409	62811	5	3	4,2,3,3,3,3,3	False
uKNQCPXDNdc	2	930	3	477	1132	386	158	61093	5	3	3,4,3,3,3,3,5	False
bwJ-TNu0hGM	2	2055	7	878	1595	1423	42	59774	5	7	7,4,6,7,7,7,7	False
bwJ-TNu0hGM	4	1035	3	629	1280	1183	50	59168	5	3	1,3,4,3,3,3,3	False
bwJ-TNu0hGM	3	1125	3	575	1485	1659	35	58083	5	3	2,3,3,2,3,3,3	False
bwJ-TNu0hGM	4	2040	3	447	1312	1192	48	57252	5	3	3,3,3,3,3,8,7	False
bwJ-TNu0hGM	3	120	7	589	1061	833	65	54159	5	7	8,7,7,7,7,7,1	False
OQSNhk5ICTI	2	1620	7	594	1101	187	286	53685	5	7	5,3,7,7,7,7,7	False
bwJ-TNu0hGM	3	45	7	780	1684	2757	19	52386	5	7	0,0,7,7,7,7,7	False
0_jNjpVxUt0	3	480	1	509	1007	373	138	51599	5	1	1,1,1,1,2,1,2	False
0_jNjpVxUt0	3	420	1	543	1006	307	147	45227	5	1	1,1,1,2,2,1,1	False
0_jNjpVxUt0	3	30	1	579	1031	428	96	41097	5	1	2,2,1,1,1,1,1	False
OQSNhk5ICTI	2	4530	7	845	1104	204	192	39316	5	7	7,7,7,5,7,7,3	False
0_jNjpVxUt0	3	405	1	568	1006	270	145	39242	5	1	2,2,1,1,1,1,1	False
bwJ-TNu0hGM	4	1005	7	702	1358	989	39	38584	5	7	7,7,7,7,7,5,3	False
0_jNjpVxUt0	3	75	2	535	1008	310	122	37936	5	2	2,1,1,2,2,2,2	False
bwJ-TNu0hGM	4	990	7	842	1437	1153	32	36896	5	7	3,7,3,7,7,7,7	False
0_jNjpVxUt0	3	495	2	455	1027	249	146	36424	5	2	1,2,1,2,2,2,2	False
0_jNjpVxUt0	3	60	1	607	1000	281	114	32097	5	1	1,1,1,1,2,2,1	False
bwJ-TNu0hGM	4	2580	3	772	1470	1677	17	28519	5	3	4,2,3,3,3,3,3	False
OQSNhk5ICTI	3	5145	7	724	1230	247	113	27916	5	7	7,7,7,7,7,3,5	False
bwJ-TNu0hGM	4	1830	3	898	1631	1410	19	26808	5	3	3,2,3,5,3,3,3	False
bwJ-TNu0hGM	4	600	7	967	1000	1823	14	25530	5	7	0,0,7,7,7,7,7	False
Eoo4HzILB-M	4	165	3	565	1291	322	79	25494	5	3	3,5,3,4,3,3,3	False
uKNQCPXDNdc	3	165	4	657	1315	1237	19	23516	5	4	4,5,0,4,4,4,4	False
uKNQCPXDNdc	2	120	7	657	1320	882	25	22058	5	7	7,7,8,7,7,7,0	False
uKNQCPXDNdc	2	270	7	796	1000	265	83	21995	5	7	1,7,7,7,7,7,0	False
bwJ-TNu0hGM	2	2130	7	832	1000	942	23	21673	5	7	7,7,7,7,8,8,7	False
uKNQCPXDNdc	3	180	4	638	1526	1139	19	21641	5	4	4,4,4,4,4,1,3	False
bwJ-TNu0hGM	3	2580	3	727	1176	1262	17	21470	5	3	4,2,3,3,3,3,3	False
uKNQCPXDNdc	4	2175	7	833	1047	509	42	21391	5	7	7,6,7,5,7,7,7	False
uKNQCPXDNdc	3	3315	5	538	1025	530	39	20698	5	5	2,5,5,6,5,5,5	False
0_jNjpVxUt0	4	270	2	446	1294	133	146	19524	5	1	2,2,1,1,1,1,1	False
uKNQCPXDNdc	2	2610	1	586	1000	385	49	18879	5	3	1,1,3,3,3,3,3	False
bwJ-TNu0hGM	3	1830	3	788	1615	1416	13	18419	5	3	3,0,2,3,3,3,3	False
uKNQCPXDNdc	3	1860	7	616	1200	1037	15	15562	5	7	8,8,7,7,7,7,7	False
Eoo4HzILB-M	4	150	3	438	1125	273	56	15289	5	3	3,3,3,3,3,4,4	False
bwJ-TNu0hGM	3	615	7	997	1083	1270	12	15249	5	7	7,7,7,7,7,3,0	False
bwJ-TNu0hGM	4	2625	3	834	1200	1464	10	14640	5	3	3,3,3,3,4,3,0	False
bwJ-TNu0hGM	3	3615	3	757	1043	633	23	14574	5	3	3,5,3,3,4,3,3	False
bwJ-TNu0hGM	4	2250	7	989	1000	845	17	14376	5	7	7,7,7,7,7,0,0	False
Eoo4HzILB-M	4	255	3	664	1178	163	84	13763	5	3	3,3,7,3,3,5,3	False
Eoo4HzILB-M	3	165	3	598	1274	250	51	12766	5	3	3,3,4,3,5,3,3	False
bwJ-TNu0hGM	4	945	3	904	1000	1104	11	12150	5	3	3,3,3,3,3,7,7	False
bwJ-TNu0hGM	2	1830	3	943	1000	885	12	10627	5	3	3,3,0,2,3,3,3	False
0_jNjpVxUt0	2	30	1	508	1018	191	54	10350	5	1	1,1,1,3,3,1,1	False
uKNQCPXDNdc	2	105	7	971	1583	842	12	10108	5	7	0,0,7,7,7,7,7	False
bwJ-TNu0hGM	4	1815	3	851	1375	1237	8	9902	5	3	3,0,3,3,3,2,3	False
0_jNjpVxUt0	2	705	1	486	1000	174	53	9266	5	1	1,1,3,1,1,1,3	False
uKNQCPXDNdc	2	2715	7	843	1000	165	52	8607	5	7	7,7,7,1,0,7,7	False
0_jNjpVxUt0	2	240	1	687	1011	95	88	8445	5	1	2,2,1,1,1,1,1	False
uKNQCPXDNdc	2	1290	5	905	1000	335	25	8391	5	5	0,5,5,5,5,5,0	False
0_jNjpVxUt0	2	225	1	493	1076	106	78	8276	5	1	1,1,2,1,1,2,1	False
bwJ-TNu0hGM	3	3090	8	399	1628	236	35	8264	5	7	8,7,7,7,7,7,6	False
bwJ-TNu0hGM	2	990	7	968	1272	749	11	8248	5	7	7,7,0,3,7,7,7	False
uKNQCPXDNdc	2	3120	7	719	1000	205	34	6977	5	7	7,7,7,7,0,7,0	False
uKNQCPXDNdc	3	1935	5	1000	1666	1148	6	6890	5	5	5,5,5,5,5,0,0	False
bwJ-TNu0hGM	4	1290	3	907	1000	621	11	6832	5	3	0,3,3,3,4,3,3	False
uKNQCPXDNdc	2	1875	7	883	1000	553	12	6644	5	7	7,7,7,7,0,7,0	False
bwJ-TNu0hGM	2	2460	7	1000	1000	1145	5	5729	5	7	7,7,7,7,7,0,0	False
bwJ-TNu0hGM	4	3930	7	1000	1111	627	9	5645	5	7	0,0,7,7,7,7,7	False
bwJ-TNu0hGM	3	945	3	1000	1000	889	6	5335	5	3	3,3,3,0,3,3,0	False
0_jNjpVxUt0	2	90	1	713	1000	112	42	4742	5	1	1,1,1,1,2,2,1	False
uKNQCPXDNdc	3	2655	5	675	1040	174	25	4353	5	5	5,5,5,5,5,3,0	False
0_jNjpVxUt0	2	660	1	534	1044	88	45	3972	5	1	1,2,1,1,3,1,1	False
uKNQCPXDNdc	4	2280	7	790	1035	134	28	3763	5	7	3,3,7,7,7,7,7	False
0_jNjpVxUt0	2	675	1	689	1000	90	41	3694	5	1	3,1,2,1,1,1,1	False
0_jNjpVxUt0	2	120	1	522	1000	92	38	3506	5	1	1,3,1,3,1,1,1	False
uKNQCPXDNdc	2	2355	7	1000	1100	335	10	3357	5	7	7,0,7,0,7,7,7	False
bwJ-TNu0hGM	4	240	7	1000	1666	555	6	3333	5	7	0,7,7,7,7,0,7	False
bwJ-TNu0hGM	3	2340	7	1000	1000	350	9	3152	5	7	7,7,7,7,0,0,7	False
bwJ-TNu0hGM	3	2400	7	1000	1000	393	8	3150	5	7	0,0,7,7,7,7,7	False
bwJ-TNu0hGM	3	3600	3	777	1000	305	9	2746	5	3	3,3,3,3,5,3,5	False
bwJ-TNu0hGM	3	3585	3	992	1000	373	7	2616	5	3	0,3,0,3,3,3,3	False
uKNQCPXDNdc	2	2325	7	1000	1000	193	12	2324	5	7	7,0,7,0,7,7,7	False
bwJ-TNu0hGM	2	240	7	1000	1000	336	5	1682	5	7	0,0,7,7,7,7,7	False
bwJ-TNu0hGM	3	4080	7	1000	1000	320	5	1601	5	7	7,7,7,7,0,0,7	False
bwJ-TNu0hGM	4	330	7	1000	1166	253	6	1523	5	7	0,0,7,7,7,7,7	False
uKNQCPXDNdc	3	2250	3	485	1000	112	11	1237	5	3	5,3,0,3,3,3,3	False
Eoo4HzILB-M	2	75	3	1000	1000	93	13	1210	5	3	0,0,3,3,3,3,3	False
bwJ-TNu0hGM	3	3270	7	1000	1000	235	5	1178	5	7	0,7,0,7,7,7,7	False
bwJ-TNu0hGM	4	4125	7	1000	1000	177	6	1065	5	7	7,7,7,7,0,0,7	False
Eoo4HzILB-M	2	450	3	768	1000	64	16	1024	5	3	3,0,3,7,3,3,3	False
bwJ-TNu0hGM	3	2355	7	1000	1000	111	8	890	5	7	0,7,7,7,7,7,0	False
bwJ-TNu0hGM	4	1935	7	1000	1000	149	5	749	5	7	0,0,7,7,7,7,7	False
Eoo4HzILB-M	2	60	3	970	1000	71	7	501	5	3	3,0,5,3,3,3,3	False
bwJ-TNu0hGM	2	0	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	15	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	30	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	195	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	210	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	225	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	270	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	285	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	300	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	315	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	330	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	360	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	375	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	390	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	555	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	570	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	585	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	780	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	795	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	810	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	825	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	840	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
