qualification_schema,tnn_r32_e45_native_v1
native_target,linux_x86_64_generic
feature_dimension_per_arm,32
feature_masking,zero_mask_equal_capacity
initiation_policy,one_shared_frozen_value_and_common_feature_block_across_all_arms
shadow_estimator,reduced_e45_12_learner_visible_features_not_v28_parity
temporal_detector,reduced_ordered_best_split_not_full_v16_tv_volatility
hazard_auxiliary,reduced_global_horizon_forecast_not_v40_parity
training_seed_set,45001_45002_45003
validation_seed_set,45101_45102_45103
confirmation_seed_set,45201_45202_45203_45204_45205_45206
confirmation_episodes_per_seed_mode_resource,40
shadow_validation_n,2700
shadow_target_mean,406
shadow_mae_learned_reduced12,196
shadow_mae_raw_cost,395
shadow_mae_fixed_055,269
shadow_mae_learned_global_scalar,280
shadow_mse_div100_learned_reduced12,847
shadow_mse_div100_raw_cost,2896
shadow_mse_div100_fixed_055,1772
shadow_mse_div100_learned_global_scalar,1723
shadow_r2_per_mille_learned_reduced12,749
shadow_global_ratio_per_mille,632
cell_columns,seed_index,mode,resource,arm,episodes,initiated,beneficial,true_positive,false_positive,completed,success,success_given_oracle_positive_init,premature,regret_sum,resource_spend_sum,opportunity_loss_sum,observations,warrant,budget_refusal,safety_cap,utility_sum,resolvable,unknown_choice,wrong_nonunknown_commit,oracle_positive_success,init_recall_pm,init_precision_pm,completion_given_init_pm,success_given_oracle_positive_init_pm,mean_observations_x1000
cell,4,2,0,arm,2,40,1,0,0,1,0,40,0,0,2396,6048,2396,16,1,0,1,37604,0,0,0,0,0,0,0,0,16000
cell,4,2,0,arm,3,40,1,0,0,1,0,40,0,0,2396,6048,2396,16,1,0,1,37604,0,0,0,0,0,0,0,0,16000
cell,4,2,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,3,arm,0,40,9,0,0,9,0,40,0,0,761,4738,761,13,0,0,0,39239,0,0,0,0,0,0,0,0,1444
cell,4,2,3,arm,1,40,9,0,0,9,0,40,0,0,761,4738,761,13,0,0,0,39239,0,0,0,0,0,0,0,0,1444
cell,4,2,3,arm,2,40,9,0,0,9,0,40,0,0,761,4738,761,13,0,0,0,39239,0,0,0,0,0,0,0,0,1444
cell,4,2,3,arm,3,40,9,0,0,9,0,40,0,0,761,4738,761,13,0,0,0,39239,0,0,0,0,0,0,0,0,1444
cell,4,2,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,2,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,0,arm,0,40,1,0,0,1,0,40,0,0,611,1765,611,5,0,0,0,39389,0,0,0,0,0,0,0,0,5000
cell,4,3,0,arm,1,40,1,0,0,1,0,40,0,0,611,1765,611,5,0,0,0,39389,0,0,0,0,0,0,0,0,5000
cell,4,3,0,arm,2,40,1,0,0,1,0,40,0,0,611,1765,611,5,0,0,0,39389,0,0,0,0,0,0,0,0,5000
cell,4,3,0,arm,3,40,1,0,0,1,0,40,0,0,611,1765,611,5,0,0,0,39389,0,0,0,0,0,0,0,0,5000
cell,4,3,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,3,arm,0,40,10,0,0,10,0,40,0,0,2112,10159,2112,28,0,0,0,37888,0,0,0,0,0,0,0,0,2800
cell,4,3,3,arm,1,40,10,0,0,10,0,40,0,0,2112,10159,2112,28,0,0,0,37888,0,0,0,0,0,0,0,0,2800
cell,4,3,3,arm,2,40,10,0,0,10,0,40,0,0,2112,10159,2112,28,0,0,0,37888,0,0,0,0,0,0,0,0,2800
cell,4,3,3,arm,3,40,10,0,0,10,0,40,0,0,2112,10159,2112,28,0,0,0,37888,0,0,0,0,0,0,0,0,2800
cell,4,3,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,3,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,4,0,arm,0,40,2,11,1,1,2,2,1,0,78745,6039,1452,18,2,0,0,-75452,40,0,38,1,90,500,1000,1000,9000
cell,4,4,0,arm,1,40,2,11,1,1,2,2,1,0,78745,6039,1452,18,2,0,0,-75452,40,0,38,1,90,500,1000,1000,9000
cell,4,4,0,arm,2,40,2,11,1,1,2,2,1,0,78745,6039,1452,18,2,0,0,-75452,40,0,38,1,90,500,1000,1000,9000
cell,4,4,0,arm,3,40,2,11,1,1,2,2,1,0,78745,6039,1452,18,2,0,0,-75452,40,0,38,1,90,500,1000,1000,9000
cell,4,4,1,arm,0,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,1,arm,1,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,1,arm,2,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,1,arm,3,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,2,arm,0,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,2,arm,1,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,2,arm,2,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,2,arm,3,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,3,arm,0,40,8,13,8,0,0,0,0,8,83802,4482,729,13,0,0,0,-80729,40,0,40,0,615,1000,0,0,1625
cell,4,4,3,arm,1,40,8,13,8,0,0,0,0,8,83802,4482,729,13,0,0,0,-80729,40,0,40,0,615,1000,0,0,1625
cell,4,4,3,arm,2,40,8,13,8,0,0,0,0,8,83802,4482,729,13,0,0,0,-80729,40,0,40,0,615,1000,0,0,1625
cell,4,4,3,arm,3,40,8,13,8,0,0,0,0,8,83802,4482,729,13,0,0,0,-80729,40,0,40,0,615,1000,0,0,1625
cell,4,4,4,arm,0,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,4,arm,1,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,4,arm,2,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,4,4,arm,3,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,4,5,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,3,arm,0,40,10,0,0,10,0,40,0,0,4064,18306,4064,60,0,0,0,35936,0,0,0,0,0,0,0,0,6000
cell,4,5,3,arm,1,40,10,0,0,10,0,40,0,0,4064,18306,4064,60,0,0,0,35936,0,0,0,0,0,0,0,0,6000
cell,4,5,3,arm,2,40,10,0,0,10,0,40,0,0,4064,18306,4064,60,0,0,0,35936,0,0,0,0,0,0,0,0,6000
cell,4,5,3,arm,3,40,10,0,0,10,0,40,0,0,4064,18306,4064,60,0,0,0,35936,0,0,0,0,0,0,0,0,6000
cell,4,5,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,5,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,0,arm,0,40,2,0,0,2,0,40,0,0,4280,9584,4280,32,1,0,2,35720,0,0,0,0,0,0,0,0,16000
cell,4,6,0,arm,1,40,2,0,0,2,0,40,0,0,4280,9584,4280,32,1,0,2,35720,0,0,0,0,0,0,0,0,16000
cell,4,6,0,arm,2,40,2,0,0,2,0,40,0,0,4280,9584,4280,32,1,0,2,35720,0,0,0,0,0,0,0,0,16000
cell,4,6,0,arm,3,40,2,0,0,2,0,40,0,0,4280,9584,4280,32,1,0,2,35720,0,0,0,0,0,0,0,0,16000
cell,4,6,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,3,arm,0,40,12,0,0,12,0,40,0,0,1223,4994,1223,15,0,0,0,38777,0,0,0,0,0,0,0,0,1250
cell,4,6,3,arm,1,40,12,0,0,12,0,40,0,0,1223,4994,1223,15,0,0,0,38777,0,0,0,0,0,0,0,0,1250
cell,4,6,3,arm,2,40,12,0,0,12,0,40,0,0,1223,4994,1223,15,0,0,0,38777,0,0,0,0,0,0,0,0,1250
cell,4,6,3,arm,3,40,12,0,0,12,0,40,0,0,1223,4994,1223,15,0,0,0,38777,0,0,0,0,0,0,0,0,1250
cell,4,6,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,6,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,3,arm,0,40,5,0,0,5,0,40,0,0,2689,11788,2689,35,0,0,0,37311,0,0,0,0,0,0,0,0,7000
cell,4,7,3,arm,1,40,5,0,0,5,0,40,0,0,2689,11788,2689,35,0,0,0,37311,0,0,0,0,0,0,0,0,7000
cell,4,7,3,arm,2,40,5,0,0,5,0,40,0,0,2689,11788,2689,35,0,0,0,37311,0,0,0,0,0,0,0,0,7000
cell,4,7,3,arm,3,40,5,0,0,5,0,40,0,0,2689,11788,2689,35,0,0,0,37311,0,0,0,0,0,0,0,0,7000
cell,4,7,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,7,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,3,arm,0,40,6,0,0,6,0,40,0,0,1944,10568,1944,31,0,0,0,38056,0,0,0,0,0,0,0,0,5166
cell,4,8,3,arm,1,40,6,0,0,6,0,40,0,0,1944,10568,1944,31,0,0,0,38056,0,0,0,0,0,0,0,0,5166
cell,4,8,3,arm,2,40,6,0,0,6,0,40,0,0,1944,10568,1944,31,0,0,0,38056,0,0,0,0,0,0,0,0,5166
cell,4,8,3,arm,3,40,6,0,0,6,0,40,0,0,1944,10568,1944,31,0,0,0,38056,0,0,0,0,0,0,0,0,5166
cell,4,8,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,4,8,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,5,0,0,arm,0,40,4,0,0,4,0,0,0,0,53308,14723,5308,45,0,0,1,-53308,0,0,40,0,0,0,0,0,11250
cell,5,0,0,arm,1,40,4,0,0,4,0,0,0,0,53308,14723,5308,45,0,0,1,-53308,0,0,40,0,0,0,0,0,11250
cell,5,0,0,arm,2,40,4,0,0,4,0,0,0,0,53308,14723,5308,45,0,0,1,-53308,0,0,40,0,0,0,0,0,11250
cell,5,0,0,arm,3,40,4,0,0,4,0,0,0,0,53308,14723,5308,45,0,0,1,-53308,0,0,40,0,0,0,0,0,11250
cell,5,0,1,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,1,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,1,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,1,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,2,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,2,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,2,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,2,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,3,arm,0,40,12,0,0,12,0,0,0,0,51713,17680,3713,53,0,0,0,-51713,0,0,40,0,0,0,0,0,4416
cell,5,0,3,arm,1,40,12,0,0,12,0,0,0,0,51713,17680,3713,53,0,0,0,-51713,0,0,40,0,0,0,0,0,4416
cell,5,0,3,arm,2,40,12,0,0,12,0,0,0,0,51713,17680,3713,53,0,0,0,-51713,0,0,40,0,0,0,0,0,4416
cell,5,0,3,arm,3,40,12,0,0,12,0,0,0,0,51713,17680,3713,53,0,0,0,-51713,0,0,40,0,0,0,0,0,4416
cell,5,0,4,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,4,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,4,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,0,4,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,0,arm,0,40,3,0,0,3,0,0,0,0,52292,12048,4292,40,0,0,2,-52292,0,0,40,0,0,0,0,0,13333
cell,5,1,0,arm,1,40,3,0,0,3,0,0,0,0,52292,12048,4292,40,0,0,2,-52292,0,0,40,0,0,0,0,0,13333
cell,5,1,0,arm,2,40,3,0,0,3,0,0,0,0,52292,12048,4292,40,0,0,2,-52292,0,0,40,0,0,0,0,0,13333
cell,5,1,0,arm,3,40,3,0,0,3,0,0,0,0,52292,12048,4292,40,0,0,2,-52292,0,0,40,0,0,0,0,0,13333
cell,5,1,1,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,1,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,1,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,1,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,2,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,2,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,2,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,2,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,3,arm,0,40,6,0,0,6,0,0,0,0,48831,4632,831,14,0,0,0,-48831,0,0,40,0,0,0,0,0,2333
cell,5,1,3,arm,1,40,6,0,0,6,0,0,0,0,48831,4632,831,14,0,0,0,-48831,0,0,40,0,0,0,0,0,2333
cell,5,1,3,arm,2,40,6,0,0,6,0,0,0,0,48831,4632,831,14,0,0,0,-48831,0,0,40,0,0,0,0,0,2333
cell,5,1,3,arm,3,40,6,0,0,6,0,0,0,0,48831,4632,831,14,0,0,0,-48831,0,0,40,0,0,0,0,0,2333
cell,5,1,4,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,4,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,4,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,1,4,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,5,2,0,arm,0,40,4,0,0,4,0,40,0,0,6303,22080,6303,64,2,0,4,33697,0,0,0,0,0,0,0,0,16000
cell,5,2,0,arm,1,40,4,0,0,4,0,40,0,0,6303,22080,6303,64,2,0,4,33697,0,0,0,0,0,0,0,0,16000
cell,5,2,0,arm,2,40,4,0,0,4,0,40,0,0,6303,22080,6303,64,2,0,4,33697,0,0,0,0,0,0,0,0,16000
cell,5,2,0,arm,3,40,4,0,0,4,0,40,0,0,6303,22080,6303,64,2,0,4,33697,0,0,0,0,0,0,0,0,16000
cell,5,2,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,5,2,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,5,2,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,5,2,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,5,2,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,5,2,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,5,2,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,5,2,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,5,2,3,arm,0,40,10,0,0,10,0,40,0,0,1038,5761,1038,16,0,0,0,38962,0,0,0,0,0,0,0,0,1600
cell,5,2,3,arm,1,40,10,0,0,10,0,40,0,0,1038,5761,1038,16,0,0,0,38962,0,0,0,0,0,0,0,0,1600
cell,5,2,3,arm,2,40,10,0,0,10,0,40,0,0,1038,5761,1038,16,0,0,0,38962,0,0,0,0,0,0,0,0,1600
